,Folder,ROI_h,ROI_w,ROI_x,ROI_y,Fault
54,A_corn_h/0/IMG_5246.JPG,414,2058,1941,963,0
55,A_corn_h/0/IMG_5248.JPG,414,2058,1941,963,0
56,A_corn_h/0/IMG_5251.JPG,414,2058,1941,963,0
57,A_corn_h/0/IMG_5253.JPG,414,2058,1941,963,0
58,A_corn_h/0/IMG_5255.JPG,414,2058,1941,963,0
59,A_corn_h/0/IMG_5257.JPG,414,2058,1941,963,0
60,A_corn_h/0/IMG_5259.JPG,414,2058,1941,963,0
61,A_corn_h/0/IMG_5261.JPG,414,2058,1941,963,0
62,A_corn_h/0/IMG_5263.JPG,414,2058,1941,963,0
63,A_corn_h/0/IMG_5265.JPG,414,2058,1941,963,0
64,A_corn_h/0/IMG_5267.JPG,414,2058,1941,963,0
65,A_corn_h/0/IMG_5269.JPG,414,2058,1941,963,0
66,A_corn_h/0/IMG_5271.JPG,414,2058,1941,963,0
67,A_corn_h/0/IMG_5273.JPG,414,2058,1941,963,0
68,A_corn_h/0/IMG_5275.JPG,414,2058,1941,963,0
69,A_corn_h/0/IMG_5277.JPG,414,2058,1941,963,0
70,A_corn_h/0/IMG_5279.JPG,414,2058,1941,963,0
71,A_corn_h/0/IMG_5280.JPG,414,2058,1941,963,0
72,A_corn_h/0/IMG_5282.JPG,414,2058,1941,963,0
73,A_corn_h/0/IMG_5283.JPG,414,2058,1941,963,0
74,A_corn_h/0/IMG_5286.JPG,414,2058,1941,963,0
75,A_corn_h/0/IMG_5288.JPG,414,2058,1941,963,0
76,A_corn_h/0/IMG_5290.JPG,414,2058,1941,963,0
77,A_corn_h/0/IMG_5292.JPG,414,2058,1941,963,0
78,A_corn_h/0/IMG_5294.JPG,414,2058,1941,963,0
79,A_corn_h/0/IMG_5297.JPG,414,2058,1941,963,0
80,A_corn_h/0/IMG_5299.JPG,414,2058,1941,963,0
81,A_corn_h/0/IMG_5301.JPG,414,2058,1941,963,0
82,A_corn_h/0/IMG_5303.JPG,414,2058,1941,963,0
83,A_corn_h/0/IMG_5305.JPG,414,2058,1941,963,0
84,A_corn_h/0/IMG_5307.JPG,414,2058,1941,963,0
85,A_corn_h/0/IMG_5309.JPG,414,2058,1941,963,0
86,A_corn_h/0/IMG_5311.JPG,414,2058,1941,963,0
87,A_corn_h/0/IMG_5313.JPG,414,2058,1941,963,0
88,A_corn_h/0/IMG_5314.JPG,414,2058,1941,963,0
89,A_corn_h/0/IMG_5316.JPG,414,2058,1941,963,0
90,A_corn_h/0/IMG_5318.JPG,414,2058,1941,963,0
91,A_corn_h/0/IMG_5320.JPG,414,2058,1941,963,0
92,A_corn_h/0/IMG_5322.JPG,414,2058,1941,963,0
93,A_corn_h/0/IMG_5324.JPG,414,2058,1941,963,0
94,A_corn_h/0/IMG_5326.JPG,414,2058,1941,963,0
95,A_corn_h/0/IMG_5328.JPG,414,2058,1941,963,0
96,A_corn_h/0/IMG_5330.JPG,414,2058,1941,963,0
97,A_corn_h/0/IMG_5332.JPG,414,2058,1941,963,0
98,A_corn_h/0/IMG_5334.JPG,414,2058,1941,963,0
99,A_corn_h/0/IMG_5336.JPG,414,2058,1941,963,0
100,A_corn_h/0/IMG_5339.JPG,414,2058,1941,963,0
101,A_corn_h/0/IMG_5341.JPG,414,2058,1941,963,0
102,A_corn_h/0/IMG_5343.JPG,414,2058,1941,963,0
103,A_corn_h/0/IMG_5345.JPG,414,2058,1941,963,0
104,A_corn_h/0/IMG_5347.JPG,414,2058,1941,963,0
105,A_corn_h/0/IMG_5349.JPG,414,2058,1941,963,0
106,A_corn_h/0/IMG_5351.JPG,414,2058,1941,963,0
107,A_corn_h/0/IMG_5353.JPG,414,2058,1941,963,0
108,A_corn_h/0/IMG_5354.JPG,414,2058,1941,963,0
109,A_corn_h/0/IMG_5356.JPG,414,2058,1941,963,0
110,A_corn_h/0/IMG_5358.JPG,414,2058,1941,963,0
111,A_corn_h/0/IMG_5359.JPG,414,2058,1941,963,0
112,A_corn_h/0/IMG_5361.JPG,414,2058,1941,963,0
113,A_corn_h/0/IMG_5363.JPG,414,2058,1941,963,0
114,A_corn_h/0/IMG_5365.JPG,414,2058,1941,963,0
115,A_corn_h/0/IMG_5367.JPG,414,2058,1941,963,0
116,A_corn_h/0/IMG_5369.JPG,414,2058,1941,963,0
117,A_corn_h/0/IMG_5371.JPG,414,2058,1941,963,0
118,A_corn_h/0/IMG_5373.JPG,414,2058,1941,963,0
119,A_corn_h/0/IMG_5378.JPG,414,2058,1941,963,0
120,A_corn_h/0/IMG_5380.JPG,414,2058,1941,963,0
121,A_corn_h/0/IMG_5382.JPG,414,2058,1941,963,0
122,A_corn_h/0/IMG_5384.JPG,414,2058,1941,963,0
123,A_corn_h/0/IMG_5386.JPG,414,2058,1941,963,0
124,A_corn_h/0/IMG_5388.JPG,414,2058,1941,963,0
125,A_corn_h/0/IMG_5390.JPG,414,2058,1941,963,0
126,A_corn_h/0/IMG_5391.JPG,414,2058,1941,963,0
127,A_corn_h/0/IMG_5393.JPG,414,2058,1941,963,0
128,A_corn_h/0/IMG_5395.JPG,414,2058,1941,963,0
129,A_corn_h/0/IMG_5397.JPG,414,2058,1941,963,0
130,A_corn_h/0/IMG_5399.JPG,414,2058,1941,963,0
131,A_corn_h/0/IMG_5401.JPG,414,2058,1941,963,0
132,A_corn_h/0/IMG_5403.JPG,414,2058,1941,963,0
133,A_corn_h/0/IMG_5405.JPG,414,2058,1941,963,0
134,A_corn_h/0/IMG_5407.JPG,414,2058,1941,963,0
135,A_corn_h/0/IMG_5410.JPG,414,2058,1941,963,0
136,A_corn_h/0/IMG_5412.JPG,414,2058,1941,963,0
137,A_corn_h/0/IMG_5413.JPG,414,2058,1941,963,0
138,A_corn_h/0/IMG_5415.JPG,414,2058,1941,963,0
139,A_corn_h/0/IMG_5417.JPG,414,2058,1941,963,0
140,A_corn_h/0/IMG_5419.JPG,414,2058,1941,963,0
141,A_corn_h/0/IMG_5421.JPG,414,2058,1941,963,0
142,A_corn_h/0/IMG_5423.JPG,414,2058,1941,963,0
143,A_corn_h/0/IMG_5425.JPG,414,2058,1941,963,0
144,A_corn_h/0/IMG_5427.JPG,414,2058,1941,963,0
145,A_corn_h/0/IMG_5429.JPG,414,2058,1941,963,0
146,A_corn_h/0/IMG_5431.JPG,414,2058,1941,963,0
147,A_corn_h/0/IMG_5433.JPG,414,2058,1941,963,0
148,A_corn_h/0/IMG_5435.JPG,414,2058,1941,963,0
149,A_corn_h/0/IMG_5437.JPG,414,2058,1941,963,0
150,A_corn_h/0/IMG_5439.JPG,414,2058,1941,963,0
151,A_corn_h/0/IMG_5441.JPG,414,2058,1941,963,0
152,A_corn_h/0/IMG_5444.JPG,414,2058,1941,963,0
153,A_corn_h/0/IMG_5446.JPG,414,2058,1941,963,0
154,A_corn_h/0/IMG_5448.JPG,414,2058,1941,963,0
155,A_corn_h/0/IMG_5450.JPG,414,2058,1941,963,0
156,A_corn_h/0/IMG_5452.JPG,414,2058,1941,963,0
157,A_corn_h/0/IMG_5454.JPG,414,2058,1941,963,0
158,A_corn_h/0/IMG_5457.JPG,414,2058,1941,963,0
159,A_corn_h/0/IMG_5459.JPG,414,2058,1941,963,0
160,A_corn_h/0/IMG_5460.JPG,414,2058,1941,963,0
161,A_corn_h/0/IMG_5462.JPG,414,2058,1941,963,0
162,A_corn_h/0/IMG_5464.JPG,414,2058,1941,963,0
163,A_corn_h/0/IMG_5466.JPG,414,2058,1941,963,0
164,A_corn_h/0/IMG_5468.JPG,414,2058,1941,963,0
165,A_corn_h/0/IMG_5470.JPG,414,2058,1941,963,0
166,A_corn_h/0/IMG_5472.JPG,414,2058,1941,963,0
167,A_corn_h/0/IMG_5474.JPG,414,2058,1941,963,0
168,A_corn_h/3/IMG_5164.JPG,414,2058,1941,963,0
169,A_corn_h/3/IMG_5166.JPG,414,2058,1941,963,0
170,A_corn_h/3/IMG_5168.JPG,414,2058,1941,963,0
171,A_corn_h/3/IMG_5172.JPG,414,2058,1941,963,0
172,A_corn_h/3/IMG_5178.JPG,414,2058,1941,963,0
173,A_corn_h/3/IMG_5180.JPG,414,2058,1941,963,0
174,A_corn_h/3/IMG_5182.JPG,414,2058,1941,963,0
175,A_corn_h/3/IMG_5184.JPG,414,2058,1941,963,0
176,A_corn_h/3/IMG_5212.JPG,414,2058,1941,963,0
177,A_corn_h/3/IMG_5213.JPG,414,2058,1941,963,0
178,A_corn_h/3/IMG_5215.JPG,414,2058,1941,963,0
179,A_corn_h/3/IMG_5231.JPG,414,2058,1941,963,0
180,A_corn_h/3/IMG_5233.JPG,414,2058,1941,963,0
181,A_corn_h/3/IMG_5258.JPG,414,2058,1941,963,0
182,A_corn_h/3/IMG_5262.JPG,414,2058,1941,963,0
183,A_corn_h/3/IMG_5304.JPG,414,2058,1941,963,0
184,A_corn_h/3/IMG_5306.JPG,414,2058,1941,963,0
185,A_corn_h/3/IMG_5308.JPG,414,2058,1941,963,0
186,A_corn_h/3/IMG_5310.JPG,414,2058,1941,963,0
187,A_corn_h/3/IMG_5312.JPG,414,2058,1941,963,0
188,A_corn_h/3/IMG_5315.JPG,414,2058,1941,963,0
189,A_corn_h/3/IMG_5317.JPG,414,2058,1941,963,0
190,A_corn_h/3/IMG_5319.JPG,414,2058,1941,963,0
191,A_corn_h/3/IMG_5335.JPG,414,2058,1941,963,0
192,A_corn_h/3/IMG_5337.JPG,414,2058,1941,963,0
193,A_corn_h/3/IMG_5338.JPG,414,2058,1941,963,0
194,A_corn_h/3/IMG_5340.JPG,414,2058,1941,963,0
195,A_corn_h/3/IMG_5342.JPG,414,2058,1941,963,0
196,A_corn_h/3/IMG_5344.JPG,414,2058,1941,963,0
197,A_corn_h/3/IMG_5346.JPG,414,2058,1941,963,0
198,A_corn_h/3/IMG_5348.JPG,414,2058,1941,963,0
199,A_corn_h/3/IMG_5350.JPG,414,2058,1941,963,0
200,A_corn_h/3/IMG_5352.JPG,414,2058,1941,963,0
201,A_corn_h/3/IMG_5355.JPG,414,2058,1941,963,0
202,A_corn_h/3/IMG_5357.JPG,414,2058,1941,963,0
203,A_corn_h/3/IMG_5360.JPG,414,2058,1941,963,0
204,A_corn_h/3/IMG_5362.JPG,414,2058,1941,963,0
205,A_corn_h/3/IMG_5364.JPG,414,2058,1941,963,0
206,A_corn_h/3/IMG_5366.JPG,414,2058,1941,963,0
207,A_corn_h/3/IMG_5368.JPG,414,2058,1941,963,0
208,A_corn_h/3/IMG_5370.JPG,414,2058,1941,963,0
209,A_corn_h/3/IMG_5372.JPG,414,2058,1941,963,0
210,A_corn_h/3/IMG_5374.JPG,414,2058,1941,963,0
211,A_corn_h/3/IMG_5375.JPG,414,2058,1941,963,0
212,A_corn_h/3/IMG_5376.JPG,414,2058,1941,963,0
213,A_corn_h/3/IMG_5381.JPG,414,2058,1941,963,0
214,A_corn_h/3/IMG_5385.JPG,414,2058,1941,963,0
215,A_corn_h/3/IMG_5387.JPG,414,2058,1941,963,0
216,A_corn_h/3/IMG_5389.JPG,414,2058,1941,963,0
217,A_corn_h/3/IMG_5394.JPG,414,2058,1941,963,0
218,A_corn_h/3/IMG_5396.JPG,414,2058,1941,963,0
219,A_corn_h/3/IMG_5398.JPG,414,2058,1941,963,0
220,A_corn_h/3/IMG_5414.JPG,414,2058,1941,963,0
221,A_corn_h/3/IMG_5416.JPG,414,2058,1941,963,0
222,A_corn_h/3/IMG_5418.JPG,414,2058,1941,963,0
223,A_corn_h/3/IMG_5422.JPG,414,2058,1941,963,0
224,A_corn_h/3/IMG_5424.JPG,414,2058,1941,963,0
225,A_corn_h/3/IMG_5426.JPG,414,2058,1941,963,0
226,A_corn_h/3/IMG_5430.JPG,414,2058,1941,963,0
227,A_corn_h/3/IMG_5432.JPG,414,2058,1941,963,0
228,A_corn_h/3/IMG_5434.JPG,414,2058,1941,963,0
229,A_corn_h/3/IMG_5436.JPG,414,2058,1941,963,0
230,A_corn_h/3/IMG_5438.JPG,414,2058,1941,963,0
231,A_corn_h/3/IMG_5440.JPG,414,2058,1941,963,0
232,A_corn_h/3/IMG_5442.JPG,414,2058,1941,963,0
233,A_corn_h/3/IMG_5443.JPG,414,2058,1941,963,0
234,A_corn_h/3/IMG_5445.JPG,414,2058,1941,963,0
235,A_corn_h/3/IMG_5447.JPG,414,2058,1941,963,0
236,A_corn_h/3/IMG_5449.JPG,414,2058,1941,963,0
237,A_corn_h/3/IMG_5451.JPG,414,2058,1941,963,0
238,A_corn_h/3/IMG_5453.JPG,414,2058,1941,963,0
239,A_corn_h/3/IMG_5455.JPG,414,2058,1941,963,0
240,A_corn_h/3/IMG_5456.JPG,414,2058,1941,963,0
241,A_corn_h/3/IMG_5458.JPG,414,2058,1941,963,0
242,A_corn_h/3/IMG_5461.JPG,414,2058,1941,963,0
243,A_corn_h/4/IMG_5137.JPG,414,2058,1941,963,0
244,A_corn_h/4/IMG_5139.JPG,414,2058,1941,963,0
245,A_corn_h/4/IMG_5140.JPG,414,2058,1941,963,0
246,A_corn_h/4/IMG_5142.JPG,414,2058,1941,963,0
247,A_corn_h/4/IMG_5144.JPG,414,2058,1941,963,0
248,A_corn_h/4/IMG_5146.JPG,414,2058,1941,963,0
249,A_corn_h/4/IMG_5148.JPG,414,2058,1941,963,0
250,A_corn_h/4/IMG_5150.JPG,414,2058,1941,963,0
251,A_corn_h/4/IMG_5152.JPG,414,2058,1941,963,0
252,A_corn_h/4/IMG_5154.JPG,414,2058,1941,963,0
253,A_corn_h/4/IMG_5156.JPG,414,2058,1941,963,0
254,A_corn_h/4/IMG_5158.JPG,414,2058,1941,963,0
255,A_corn_h/4/IMG_5160.JPG,414,2058,1941,963,0
256,A_corn_h/4/IMG_5162.JPG,414,2058,1941,963,0
257,A_corn_h/4/IMG_5170.JPG,414,2058,1941,963,0
258,A_corn_h/4/IMG_5174.JPG,414,2058,1941,963,0
259,A_corn_h/4/IMG_5176.JPG,414,2058,1941,963,0
260,A_corn_h/4/IMG_5186.JPG,414,2058,1941,963,0
261,A_corn_h/4/IMG_5188.JPG,414,2058,1941,963,0
262,A_corn_h/4/IMG_5190.JPG,414,2058,1941,963,0
263,A_corn_h/4/IMG_5192.JPG,414,2058,1941,963,0
264,A_corn_h/4/IMG_5194.JPG,414,2058,1941,963,0
265,A_corn_h/4/IMG_5196.JPG,414,2058,1941,963,0
266,A_corn_h/4/IMG_5198.JPG,414,2058,1941,963,0
267,A_corn_h/4/IMG_5200.JPG,414,2058,1941,963,0
268,A_corn_h/4/IMG_5202.JPG,414,2058,1941,963,0
269,A_corn_h/4/IMG_5204.JPG,414,2058,1941,963,0
270,A_corn_h/4/IMG_5206.JPG,414,2058,1941,963,0
271,A_corn_h/4/IMG_5208.JPG,414,2058,1941,963,0
272,A_corn_h/4/IMG_5210.JPG,414,2058,1941,963,0
273,A_corn_h/4/IMG_5217.JPG,414,2058,1941,963,0
274,A_corn_h/4/IMG_5219.JPG,414,2058,1941,963,0
275,A_corn_h/4/IMG_5221.JPG,414,2058,1941,963,0
276,A_corn_h/4/IMG_5223.JPG,414,2058,1941,963,0
277,A_corn_h/4/IMG_5225.JPG,414,2058,1941,963,0
278,A_corn_h/4/IMG_5227.JPG,414,2058,1941,963,0
279,A_corn_h/4/IMG_5229.JPG,414,2058,1941,963,0
280,A_corn_h/4/IMG_5235.JPG,414,2058,1941,963,0
281,A_corn_h/4/IMG_5237.JPG,414,2058,1941,963,0
282,A_corn_h/4/IMG_5239.JPG,414,2058,1941,963,0
283,A_corn_h/4/IMG_5241.JPG,414,2058,1941,963,0
284,A_corn_h/4/IMG_5243.JPG,414,2058,1941,963,0
285,A_corn_h/4/IMG_5245.JPG,414,2058,1941,963,0
286,A_corn_h/4/IMG_5247.JPG,414,2058,1941,963,0
287,A_corn_h/4/IMG_5249.JPG,414,2058,1941,963,0
288,A_corn_h/4/IMG_5250.JPG,414,2058,1941,963,0
289,A_corn_h/4/IMG_5252.JPG,414,2058,1941,963,0
290,A_corn_h/4/IMG_5254.JPG,414,2058,1941,963,0
291,A_corn_h/4/IMG_5256.JPG,414,2058,1941,963,0
292,A_corn_h/4/IMG_5260.JPG,414,2058,1941,963,0
293,A_corn_h/4/IMG_5264.JPG,414,2058,1941,963,0
294,A_corn_h/4/IMG_5266.JPG,414,2058,1941,963,0
295,A_corn_h/4/IMG_5268.JPG,414,2058,1941,963,0
296,A_corn_h/4/IMG_5270.JPG,414,2058,1941,963,0
297,A_corn_h/4/IMG_5272.JPG,414,2058,1941,963,0
298,A_corn_h/4/IMG_5274.JPG,414,2058,1941,963,0
299,A_corn_h/4/IMG_5276.JPG,414,2058,1941,963,0
300,A_corn_h/4/IMG_5278.JPG,414,2058,1941,963,0
301,A_corn_h/4/IMG_5281.JPG,414,2058,1941,963,0
302,A_corn_h/4/IMG_5284.JPG,414,2058,1941,963,0
303,A_corn_h/4/IMG_5285.JPG,414,2058,1941,963,0
304,A_corn_h/4/IMG_5287.JPG,414,2058,1941,963,0
305,A_corn_h/4/IMG_5289.JPG,414,2058,1941,963,0
306,A_corn_h/4/IMG_5291.JPG,414,2058,1941,963,0
307,A_corn_h/4/IMG_5293.JPG,414,2058,1941,963,0
308,A_corn_h/4/IMG_5295.JPG,414,2058,1941,963,0
309,A_corn_h/4/IMG_5296.JPG,414,2058,1941,963,0
310,A_corn_h/4/IMG_5298.JPG,414,2058,1941,963,0
311,A_corn_h/4/IMG_5300.JPG,414,2058,1941,963,0
312,A_corn_h/4/IMG_5302.JPG,414,2058,1941,963,0
313,A_corn_h/4/IMG_5321.JPG,414,2058,1941,963,0
314,A_corn_h/4/IMG_5323.JPG,414,2058,1941,963,0
315,A_corn_h/4/IMG_5325.JPG,414,2058,1941,963,0
316,A_corn_h/4/IMG_5327.JPG,414,2058,1941,963,0
317,A_corn_h/4/IMG_5329.JPG,414,2058,1941,963,0
318,A_corn_h/4/IMG_5331.JPG,414,2058,1941,963,0
319,A_corn_h/4/IMG_5333.JPG,414,2058,1941,963,0
320,A_corn_h/4/IMG_5377.JPG,414,2058,1941,963,0
321,A_corn_h/4/IMG_5379.JPG,414,2058,1941,963,0
322,A_corn_h/4/IMG_5383.JPG,414,2058,1941,963,0
323,A_corn_h/4/IMG_5392.JPG,414,2058,1941,963,0
324,A_corn_h/4/IMG_5400.JPG,414,2058,1941,963,0
325,A_corn_h/4/IMG_5402.JPG,414,2058,1941,963,0
326,A_corn_h/4/IMG_5404.JPG,414,2058,1941,963,0
327,A_corn_h/4/IMG_5406.JPG,414,2058,1941,963,0
328,A_corn_h/4/IMG_5408.JPG,414,2058,1941,963,0
329,A_corn_h/4/IMG_5409.JPG,414,2058,1941,963,0
330,A_corn_h/4/IMG_5411.JPG,414,2058,1941,963,0
331,A_corn_h/4/IMG_5420.JPG,414,2058,1941,963,0
332,A_corn_h/4/IMG_5428.JPG,414,2058,1941,963,0
333,A_corn_h/4/IMG_5463.JPG,414,2058,1941,963,0
334,A_corn_h/4/IMG_5465.JPG,414,2058,1941,963,0
335,A_corn_h/4/IMG_5467.JPG,414,2058,1941,963,0
336,A_corn_h/4/IMG_5469.JPG,414,2058,1941,963,0
337,A_corn_h/4/IMG_5471.JPG,414,2058,1941,963,0
338,A_corn_h/4/IMG_5473.JPG,414,2058,1941,963,0
339,A_corn_h/4/IMG_5475.JPG,414,2058,1941,963,0
340,B_corn_v/0/IMG_4585.JPG,2148,432,1377,1635,0
341,B_corn_v/0/IMG_4587.JPG,2148,432,1377,1635,0
342,B_corn_v/0/IMG_4589.JPG,2148,432,1377,1635,0
343,B_corn_v/0/IMG_4591.JPG,2148,432,1377,1635,0
344,B_corn_v/0/IMG_4593.JPG,2148,432,1377,1635,0
345,B_corn_v/0/IMG_4595.JPG,2148,432,1377,1635,0
346,B_corn_v/0/IMG_4597.JPG,2148,432,1377,1635,0
347,B_corn_v/0/IMG_4599.JPG,2148,432,1377,1635,0
348,B_corn_v/0/IMG_4601.JPG,2148,432,1377,1635,0
349,B_corn_v/0/IMG_4603.JPG,2148,432,1377,1635,0
350,B_corn_v/0/IMG_4605.JPG,2148,432,1377,1635,0
351,B_corn_v/0/IMG_4607.JPG,2148,432,1377,1635,0
352,B_corn_v/0/IMG_4609.JPG,2148,432,1377,1635,0
353,B_corn_v/0/IMG_4611.JPG,2148,432,1377,1635,0
354,B_corn_v/0/IMG_4613.JPG,2148,432,1377,1635,0
355,B_corn_v/0/IMG_4615.JPG,2148,432,1377,1635,0
356,B_corn_v/0/IMG_4617.JPG,2148,432,1377,1635,0
357,B_corn_v/0/IMG_4619.JPG,2148,432,1377,1635,0
358,B_corn_v/0/IMG_4621.JPG,2148,432,1377,1635,0
359,B_corn_v/0/IMG_4623.JPG,2148,432,1377,1635,0
360,B_corn_v/0/IMG_4625.JPG,2148,432,1377,1635,0
361,B_corn_v/0/IMG_4627.JPG,2148,432,1377,1635,0
362,B_corn_v/0/IMG_4629.JPG,2148,432,1377,1635,0
363,B_corn_v/0/IMG_4631.JPG,2148,432,1377,1635,0
364,B_corn_v/0/IMG_4633.JPG,2148,432,1377,1635,0
365,B_corn_v/0/IMG_4635.JPG,2148,432,1377,1635,0
366,B_corn_v/0/IMG_4637.JPG,2148,432,1377,1635,0
367,B_corn_v/0/IMG_4639.JPG,2148,432,1377,1635,0
368,B_corn_v/0/IMG_4641.JPG,2148,432,1377,1635,0
369,B_corn_v/0/IMG_4643.JPG,2148,432,1377,1635,0
370,B_corn_v/0/IMG_4645.JPG,2148,432,1377,1635,0
371,B_corn_v/0/IMG_4647.JPG,2148,432,1377,1635,0
372,B_corn_v/0/IMG_4649.JPG,2148,432,1377,1635,0
373,B_corn_v/0/IMG_4651.JPG,2148,432,1377,1635,0
374,B_corn_v/0/IMG_4653.JPG,2148,432,1377,1635,0
375,B_corn_v/0/IMG_4655.JPG,2148,432,1377,1635,0
376,B_corn_v/0/IMG_4657.JPG,2148,432,1377,1635,0
377,B_corn_v/0/IMG_4659.JPG,2148,432,1377,1635,0
378,B_corn_v/0/IMG_4661.JPG,2148,432,1377,1635,0
379,B_corn_v/0/IMG_4663.JPG,2148,432,1377,1635,0
380,B_corn_v/0/IMG_4665.JPG,2148,432,1377,1635,0
381,B_corn_v/0/IMG_4667.JPG,2148,432,1377,1635,0
382,B_corn_v/0/IMG_4669.JPG,2148,432,1377,1635,0
383,B_corn_v/0/IMG_4671.JPG,2148,432,1377,1635,0
384,B_corn_v/0/IMG_4673.JPG,2148,432,1377,1635,0
385,B_corn_v/0/IMG_4675.JPG,2148,432,1377,1635,0
386,B_corn_v/0/IMG_4677.JPG,2148,432,1377,1635,0
387,B_corn_v/0/IMG_4679.JPG,2148,432,1377,1635,0
388,B_corn_v/0/IMG_4681.JPG,2148,432,1377,1635,0
389,B_corn_v/0/IMG_4683.JPG,2148,432,1377,1635,0
390,B_corn_v/0/IMG_4685.JPG,2148,432,1377,1635,0
391,B_corn_v/0/IMG_4687.JPG,2148,432,1377,1635,0
392,B_corn_v/0/IMG_4689.JPG,2148,432,1377,1635,0
393,B_corn_v/0/IMG_4691.JPG,2148,432,1377,1635,0
394,B_corn_v/0/IMG_4693.JPG,2148,432,1377,1635,0
395,B_corn_v/0/IMG_4695.JPG,2148,432,1377,1635,0
396,B_corn_v/0/IMG_4697.JPG,2148,432,1377,1635,0
397,B_corn_v/0/IMG_4699.JPG,2148,432,1377,1635,0
398,B_corn_v/0/IMG_4701.JPG,2148,432,1377,1635,0
399,B_corn_v/0/IMG_4703.JPG,2148,432,1377,1635,0
400,B_corn_v/0/IMG_4705.JPG,2148,432,1377,1635,0
401,B_corn_v/0/IMG_4707.JPG,2148,432,1377,1635,0
402,B_corn_v/0/IMG_4709.JPG,2148,432,1377,1635,0
403,B_corn_v/0/IMG_4711.JPG,2148,432,1377,1635,0
404,B_corn_v/0/IMG_4713.JPG,2148,432,1377,1635,0
405,B_corn_v/0/IMG_4715.JPG,2148,432,1377,1635,0
406,B_corn_v/0/IMG_4717.JPG,2148,432,1377,1635,0
